Sentences,غصہ,نفرت,خوف,اداسی,حیرت,خوشی
ہندوستان میں مسلمانوں کی نسل کشی کا خطرہ نسل کشی کا عمل ایک دن میں نہیں شروع ہو جاتا مسلمانوں کے خلاف موجودہ حا,0,1,1,1,0,0
مجھے ڈر ہے کہ بینظیر شاہ کسی دن خدکشی نا کرلے بغضِ عمران خان میں,1,1,1,0,0,0
سخت اداسی کی حالت میں آپکی کمنٹ نے مسکرانے پہ مجبور کر دیا 😊😊🙏🙏,0,0,0,0,0,1
ڈر ہے کہیں تو نا مجھے خود سے باغی کر دے زمانے کو چھوڑ اسکی ذرا پروا نہیں مجھے سوچکاسفر,0,0,0,1,0,0
اقامے ہولڈر مزدور کا کیا بھروسہ اگر بیروزگاری کی وجہ سے احساس پروگرام میں ایپلائی کر چکا ہوں اور اب پکڑے جانے,0,0,1,1,0,0
مجھے موت کا ڈر نہیں لیکن وہ آخری سانس میرے لیے حرام ھو گی جس سے پہلے میں ہتھیار ڈال دوں🇵🇰,0,0,0,1,0,0
نہ موت کا ڈر ہے نہ جینے کا ارمان ہے بس ایک ہی جان ہے ختم نبوت پر قربان ہے تاجدار ختم نبوت زندہ باد عقیدہختمنبوتمحورایمان,0,0,0,0,0,1
تم نے پوچھا نہیں کبھی سبب اداسی کا ایک سبب یہ بھی ہے میری اداسی کا,0,0,0,1,1,0
زندگی ایک ناول کی طرح ہے دکھ سکھ خوشی غم عشق نفرت رشتے عداوتیں آنسو مسکرا,0,0,0,1,0,0
گورنمنٹ سندھ بہت کرپٹ ہے لوگ بھوکوں مررہے ہیں اور یہ لوگ ابھی بھی اللہ کے خوف سے عاری ہیں میڈیا کو چاہیے,1,0,0,1,0,0
تم جو آنکھوں کی اداسی کا سبب پوچھتی ہو ِیہ کنارے ہیں کناروں پہ نمی رہتی ہے,0,0,0,1,1,0
ہمارے پاس وائی فائی اور سیزنز ہیں نو مور اداسی ھیپی لا ئف 😂😂😝,0,0,0,0,0,1
مختلف النوع محاذوں پر امریکہ اور چین کے مابین ایک بھرپور مناقشت کا آغاز ہوچکا ہےاس کا انجام سوچتے ہوئے خوف آرہا,0,0,1,0,0,0
یہ قدرتی بات ہے کہ اچھا آدمی رویش کمار کی فن کاری سے نفرت کرتا ہے,0,1,0,0,1,0
سچا عالم ہوتا تو صرف حوروں کے حسن و جمال کی ہی منظر کشی نہ کرتا رہتا بلکہ ساتھ یہ بھی سمجھایا کرتا کہ یہ حوریں ملیں,0,0,0,0,1,0
میں اپنے جسم کی میت اٹھائے پھرتا ہوں عجیب شخص ہو تم زندگی سے ڈر گئے ہو سلسلہعشق,0,0,1,1,0,0
اس بات کی سب سے زیادہ خوشی آپ کو ہوگی کیوں کے آپ کا کیا تعلق ہے مدرسے سے,0,0,0,1,0,0
مجھے تو حیرت ہے کہ انکے پیٹ کیوں نہیں بھرتے,1,0,0,0,1,0
ایک ویرانگی ہے چھائی عقیل پھول بادِ صبا سے جلتا ہے سب ہی ملنے سے خوف کھاتے ہیں آدمی آدمی سے ڈرتا ہے جس کا دنی,0,0,0,1,1,0
مسلمانوں کے خلاف نفرت کا ایک بحران ہے جس سے قبل دہلی میں قتل عام بھی ہوا تھا,1,1,0,1,0,0
دوسروں کو خوش دکھ کے خود کو خوشی ملتی ہے,0,0,0,0,0,1
حیرت سے سارے لفظ اسے دیکھتے رہے باتوں میں اپنی بات کو کیسا بدل گیا رونقشاعری,0,0,0,0,1,0
با وضو ہو کے روئیے آپ کیجئیے احترام اداسی کا,0,0,0,1,0,0
فضائے دِل پہ اُداسی بکھرتی جاتی ہے فسُردگی ہے کہ جاں تک اُترتی جاتی ہے🖤,0,0,0,1,0,0
اداسی روح کے اندر ہے باہر سے تو شاداب ہیں ہم سوچکاسفر,0,0,0,1,1,0
نہ موت کا ڈر ہے نہ جینے کا ارمان ہے بس ایک ہی جان ہے ختم نبوت پر قربان ہے تاجدار ختمنبوتزندہباد عقیدہختمنبوتمحورایمان,0,0,0,0,0,1
کاکا پوری قوم کو نہیں کہاانہوں نے ایک جنرل بات کی جو جو جھوٹا اور کمینہ تھا اسے غصہ لگ گیا,0,0,0,0,1,0
الطاف کے اسپرم سے پیدا ہونے والا یہ گٹکا جس کا مذہب سے دور دور تک کوئی تعلق نہیں مسلمانوں کے متبرک مہینے کے بارے می,1,1,0,0,0,0
اَلسَلامُ عَلَيْكُم وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ شاعرہ جی خان ایک تو استعفی نہی,0,0,0,0,0,0
زیست کو موت کے ہر وار سے ڈر لگتا ہے موت کو حیدرَکرارعلیہالسّلام سے ڈر لگتا ہے,0,0,0,0,0,1
پاکستانی عوام کو کچھ بھی نہیں ہوتا بس ایک کام کرو عورت گھر میں بند کرو اللہ سے خوف کرو,0,0,1,0,0,0
حیرت ہوتی ہے خود کو عوام دوست کہنے والے عوام کو مسلسل اکسانے میں مصروف ہیں تحریک انصاف سندھ کے رہنما اور پارلیمنٹی,0,1,0,0,1,0
جو موت سے نہ ڈرتا تھا بچوں سے ڈر گیا اک رات خالی ہاتھ جب مزدور گھر گیا  ⚒️🛠️,0,0,1,1,0,0
افسوس ہے سوشل ڈسٹینس کا کوئی خیال نہیں کیا کورونا صرف مساجد میں آتا ہے دوسرے بات کے یہ موصوف پوچھ رہا یہ کے گنا آتا,0,0,0,0,1,0
جس بندے کی شلوار اتر گئی ہو اس بندے کی باتوں کا کیا غصہ کرنا یہ لوگ اتنے جاھل ہیں کہ ان کے باوجی کو اتنی زیادہ بما,1,1,0,0,0,0
دگردوں سب سفینوں اور جزیروں کا مقدر لگ رہا تھا وہ اتنی خوبصورت تھی کہ اس کو دیکھ کر ڈر لگ رہا تھا,0,0,1,0,0,1
مسلمانوں سے نفرت نہیں بلکہ اپنی ماں کو گالی پڑی تو سوشل میڈیا پر لوگوں نے بات شروع کی ورنہ یہ عرب انتہا کے ب,1,0,0,0,0,0
یہ لو بھائیوکہاں تک چھپائیں گے بھارتی کرنلا میجر سپیشل آپریشن گروپ انچارج پولیس آفیسر سمیت کئی بھارتی فوجی,1,0,0,0,0,1
تحریکِ انصاف والو حیرت ہے تحریکِ لبیک کو وزیرِاعظم بنوا رہے ہیں اور تحریکِ انصاف صرف کیا ہو گیا ہے تحر,1,0,0,0,1,0
تیری خاطر مر ہی جاتے پر ہونے بدنام ڈر تھا تجھ کو کھونے کا جو دیکھ لے انجام جانے مجھ کو کیا ہوا ہے میں جہاں ہوں تو و,0,0,0,1,0,0
جن کو خود اپنی شناسائی کا بھی زعم نہیں ان کے ہونے سے یہ دنیا ہے حسیں حیرت ہے 🌙,0,0,0,1,1,0
کبھی اُس کا خیال کبھی اُس کو حاصل کرنے کا خواب کبھی اپنے مستقبل کی فکر تو کبھی عمر جلد گزرنے کا ڈر اور کبھی رشتہ,0,0,1,1,0,0
__اٹس اوکے آپی 🌹🌹 اللہ تعالی آپ کو ہر خوشی اور آپکے رزق میں برکت نصیب کرے آ پ کی جان و مال اور,0,0,0,0,0,1
مجھے موت کا ڈر نہیں لیکن وہ آخری سانس میرے لیے حرام ہو گی جس سے پہلے میں ہتھیار ڈال دوں ارطغرلغازی,0,0,0,0,0,0
ہر مسلماں رگِ باطل کے لیے نشتر تھا اس کے آئینۂِ ہستی میں عملِ جوہر تھا جو بھروسا تھا اسے قوت بازو پر تھا ہے تمہی,0,0,0,0,1,1
بہت غصہ آرہا ہے,1,0,0,0,0,0
آج میرے وطن کو شفاء کی بہت ضرورت ہے میڈیا ہاوس کی نفرت کی نہیں آج میرے رب کے رحم وکرم کے ہم سب لوگ محتاج ہے,0,1,0,1,0,0
ویسے ذرا آجکل ہاتھ تنگ ہوگا اس لیے اداسی ہوتی ہوگی یہ جو جملے جن کی مجھے سمجھ نہیں آئی انکا قصور نہیں,0,0,0,1,0,0
ساتھی نشہ سکون ضرورت خوشی احساس عادت اپنا پن سب کچھ,0,0,0,0,0,0
سے لیکر آج تک بنگلہ دیش میں اسلام پسندوں کو چن چن کر شھید کیا جارہا ہے لیکن حرام ہے کے ہمارے اس اصفہانی دجالی,1,1,0,1,0,0
مجھے تو سخت ڈر لگنے لگا کہ اتنی لمبی ڈاکٹر صاحبہ ہائے اللہ جی 😂😂😂😂,0,0,1,0,0,1
اوہ پھر تو اداسی بنتی ہے,0,0,0,1,0,0
محبت سے فرصت نہیں ملی ورنہ کر کے بتاتے نفرت کسے کہتے ہیں,0,0,0,1,0,0
غصہ ضبط کرنے والے سے اللہ محبت کرتا ہے ڈاکٹرمحمدطاہرالقادری,0,0,0,0,0,1
شہر کے سارے رستوں پہ پہرہ ہے یہ اُداسی کس راستے سے آرہى ہے,0,0,0,1,0,0
نفرت ہے مجھے اپنی اس مخلصی کی عادت سے,0,1,0,1,0,0
ف تم فرماؤ کیا یہ ف بَھلا یا وہ ہمیشگی کے باغ جس کا وعدہ ڈر والوں کو ہے وہ ان کا صلہ اور انجام ہے,0,0,0,0,0,1
ھاھاھا یہ موقعے روز روز نہیں آتے جیت کے خوشی تو ہوتی ہے ہمیں پتا ہے😂😂😂,0,0,0,0,0,1
تیرے ہونٹوں پہ جو اداسی اور آنکھ میں جو نمی ہے👄👀🤣😂 دودھ پیا کرو کیلشم کی کمی ہے ہر چیز کا ذمہ دار عشق نہیں ہوتا ,0,0,0,0,0,1
چاچو جی کوئی خدا کا خوف کریں یہ احساس ٹیلی تھون ٹرانسمیشن صرف جیو پر ہی نہیں بلکہ پاکستان کے تمام قو,0,1,1,1,0,0
شکریہ ءلیم صاحب آ پ بہت ہی اچھے انسان ہیں بڑی خوشی ہوئی آ پ کابینہ میں آ ے آ پ جیسا مخلص دوست میں,0,0,0,0,0,1
صبر کریں بھائی جانے والوں کو کون روک سکتا ھے اللہ آپ کو صبرِجمیل عطا فرمائے اور اداسی دور فرمائے اِنّا,0,0,0,1,0,0
جس قدر صبـر کر چکا ہوں میں اُس قدر میٹھا پَھل تو تُو بھی نہیں اے شگوفوں میں رنگ بھرتے شخص اِس اُداسی کا,0,0,0,1,0,0
یہ اخبار میں نے اپنے دفتر پر فریم کر کے لٹکا دی ہوئی ھے جب دن بھر کام کرتے کرتے تھوڑی سے تھکاوٹ بورنگ یا اداسی م,0,0,0,0,0,0
اس شخص کی جب بھی شکل سامنے آتی یقین جانئے بہت غصہ آتا ہے انسان اپنے گناہوں پر پردہ ڈالتا ہے ان کو چھپانے کی کوشش ک,0,0,0,1,1,0
جن یوتھیوں کو جیو نیوز سے نفرت ھے وہ آج شام جیو نیوز پہ اپنے کھوتے کو بھیک مانگتے دیکھیں گے😂,1,0,0,0,0,1
غمِ جاناں ہے نہ غمِ دنیا غالب اک بے نام سی اداسی ہے اور کچھ بھی نہیں🙁,0,0,0,1,0,0
لبوں کو سی لیا جاۓ نمی کو پی لیا جاۓ چبھن میں اور تھکن میں خامشی سے جی لیا جاۓ اداسی کیکوئی تو آخری حد ہو,0,0,0,1,0,0
شکست شوق کو تکمیل آرزو کہیے جو تشنگی ہو تو پیمانہ و سبو کہیے خیال یار کو دیجیے وصال یار کا نام شب فراق کو گیسوئ,0,0,0,1,1,0
بہن صفورا کی گرفتاری دراصل یہ سنگھیوں کی بزدلی کو آشکارا کرتی ہے کہ اب ان کو عورتوں سے بھی ڈر لگ نے لگا ہے,0,0,1,0,0,0
خوشی کے آنسو ہیں بھائی 😢😢😢,0,0,0,0,0,1
حیرت سے سارے لفظ اُسے دیکھتے رہے باتوں میں اپنی بات کو کیسا بدل گیا کہنے کو ایک صحن میں دیوار ہی بنی گھر ک,0,0,0,1,1,0
تھی فرشتوں کو بھی حیرت کہ یہ آواز ہے کیا عرش والوں پہ بھی کھلتا نہیں یہ راز ہے کیا تا سر عرش بھی انساں کی تگ و ت,0,0,0,1,1,0
__😂 نہ جی نہ اتنا غصہ اچھا نہیں جی معاف کردینے والے اجر بدلہ لینے سے زیادہ ہے جی,0,0,0,0,0,1
اور ایک یہ دُکھ بھی اندر سے کھا رہا ہم نہ ہونگے پھر اُداسی کھڑی رہے گی ہمارے مرنے پہ کوئی پیٹ بھر کھا لے گا ہمارے,0,0,0,1,0,0
میرےاندر کی اذیت اداسی مجھےکھانےکو دوڑتی ہے کیاکریں جب تقدیرہی سوئے ثمرہ,0,0,0,1,0,0
ہر ایک روپ انوکھا تھا اُس کی حیرت کا مِرے لئے وہ زمانے بدل کے آتی تھی میں اُس کے بعد کبھی ٹھیک سے نہیں جاگا وہ مج,0,0,0,1,1,0
فیصل ایدھی صاحب کے کرونا ٹیسٹ مثبت آنے کا کافی دکھ ہوالیکن کچھ لوگوں کو اس بات پہ خوشی ہے کہ فیصل صاحب دو دن پہلے,0,0,0,1,1,0
اداسی شام تنہائی کسک یادوں کی بے چینی مجھے سب سونپ کر سورج اتر جاتا ہے پانی میں,0,0,0,1,0,0
روزے دار کے لیے دو خوشیاں ہیں جن سے وہ خوش ہوتا ہے ایک جب وہ روزہ کھولتا ہے تو خوش ہوتا ہے اور دوسری خوشی جب وہ,0,0,0,0,0,1
ظلم کے خلاف لوگوں کی یہی نفرت ایک دن آتش فشاں کا لاوہ بن کر پھٹے گی اور موجودہ ظالمانہ استحصالی نظام کو خس و خاشاک,0,0,0,1,1,0
حیرت کی بات ہے 😀,0,0,0,0,1,0
سارے موسموں پہ بھاری ھے موسم دل کی اداسی کا  رونقشاعری,0,0,0,1,0,0
اداسی کا ہوائی راستوں سے ہوائی رابطہ ہے,0,0,0,1,1,0
اسٹیٹ بینک اس سال نئے کرنسی نوٹ نہیں جاری کریگا گورنر اسٹیٹ بینک کو کرونا نے جھاڑ پلادی کہ تونے جاری کیے اور,0,0,0,0,1,0
آمین تم بھی ہمیشہ خوش رہو خوشی🙂🌹,0,0,0,0,0,1
یہ اورنگزیب فاروقی لعنتی✋ ممبر پر بیٹھ کر نفرت پیدا کرنے کی کوشش کر رہا ہے حکومت سے اپیل ہے اس بےغیرت کو لگام دے 😠,1,1,0,0,0,0
یہ  سندھ کے حلقہ انتخاب سہون شریف ٹول پلازہ کا باورچی ہے جسے احساس ایمرجنسی کیش پروگرام سے ملے ہیں اس کے چ,0,0,0,0,0,1
کبھی کبھی اجنبیوں سے بھی انسیت ہو جاتی ہے دفتر جاتے یا سکول کالج جاتے ہمیشہ ایک ایسا اجنبی آپ کے ساتھ ہوتا جس کو د,0,0,0,0,0,1
جس شخص کے دل میں ناکامی کا ڈر ہو وہ شخص کبھی کامیاب نہیں ہو سکتا 🙏,0,0,0,0,0,0
روشنی چمکی اور اس میں اس کے دانت اور آنکھیں بھی چمک اٹھے اس کے بعد وہ پھر گہرے اندھیرے میں ایک دھندلاہٹ سا بن کر ر,0,0,0,1,0,0
حیرت ہے تم جیسے طوائف طبیعت شخص کو کرونا کیوں نہیں لگا,1,1,0,0,1,0
مودی نے تو کرونا کی ڈر سے ملک بند کر دیا اور آپ نے,0,0,0,0,1,0
آداب محبت کے تقاضوں کی بدولت ہم قابل نفرت سے بھی نفرت نہیں کرتے⁦🙏,0,0,0,1,0,0
تکبر کرنا سیکھا نہیں حکم الہی جان کر زمانے کے منافقوں کا کوئی ڈر نہی ہمیں,0,0,0,0,0,1
تمہارا کام کیا سوا نفرت کے خود تو کچھ کرتے نہیں سندھ گورمینٹ جو کام کرہی ہے اوسے دنیا نے تسلیم کیا تم نے بونکنے کے,1,0,0,0,0,0
